intent,text,domain,spans,logical_form,split
interest_rate,what is the saving interest of birhan bank?,eng,,[SL: interest_rate],train
interest_rate,"What interest Orabank takes on a loan of 500,000F",eng,,[SL: interest_rate],train
interest_rate,What is the interest rate for the money on my courrant account,eng,,[SL: interest_rate],train
interest_rate,How much is the interest rate on my GT bank account this year?,eng,,[SL: interest_rate],train
interest_rate,How much interest do you charge for this loan,eng,,[SL: interest_rate],train
interest_rate,Why is my interest rate low?,eng,,[SL: interest_rate],train
interest_rate,How much interest rate can First bank send to my savings account by the end of this month?,eng,,[SL: interest_rate],train
interest_rate,what is the interest rate for  my BK saving account every month ?,eng,,[SL: interest_rate],train
interest_rate,What is the annual interest rate in Umwalimu SACCO?,eng,,[SL: interest_rate],train
international_visa,can you check if I need an international visa for a trip to Dubai?,eng,,[SL: international_visa],train
international_visa,is visa required to travel to Kenya from Ethiopia?,eng,,[SL: international_visa],train
international_visa,How much for the Gabon visa ?,eng,,[SL: international_visa],train
international_visa,Do togoleses need a visa to Russia,eng,,[SL: international_visa],train
international_visa,How much does it cost to apply for a visa to England?,eng,,[SL: international_visa],train
international_visa,Do I need a visa to travel to France?,eng,,[SL: international_visa],train
international_visa,Remind me next week to begin the UK visa application for my wife to go put to bed.,eng,,[SL: international_visa],train
international_visa,do i need visa to travel to Ghana,eng,,[SL: international_visa],train
international_visa,"I would like to visit Rwanda, Do Europeans need visa?",eng,,[SL: international_visa],train
international_visa,How do I get a visa to go to Rwanda?,eng,,[SL: international_visa],train
make_call,Can you call Mr. Kebede for me?,eng,,[SL: make_call],train
make_call,make a call to my mother,eng,,[SL: make_call],train
make_call,Can I call my brother who is in Kpalimé ?,eng,,[SL: make_call],train
make_call,Call our dad because he is looking for you,eng,,[SL: make_call],train
make_call,Please can I use your phone to call my wife,eng,,[SL: make_call],train
make_call,can you call me Musa's restaurant on the phone?,eng,,[SL: make_call],train
make_call,Call my mum on the phone.,eng,,[SL: make_call],train
make_call,Call Okonkwo for me on phone.,eng,,[SL: make_call],train
make_call,Do you know the hotline call number of Rwanda Revenue Authority?,eng,,[SL: make_call],train
make_call,Which number to call if you feel insecure in Kigali?,eng,,[SL: make_call],train
meal_suggestion,What's the best Ethiopian dish to try for an authentic taste of Ethiopian cuisine?,eng,,[SL: meal_suggestion],train
meal_suggestion,recommend me foods I should try when I go to oromia?,eng,,[SL: meal_suggestion],train
meal_suggestion,Do you have something not too heavy to recommend in your menu ?,eng,,[SL: meal_suggestion],train
meal_suggestion,Which specific food can I find in your country,eng,,[SL: meal_suggestion],train
meal_suggestion,can you recommend me food from Maiduguri,eng,,[SL: meal_suggestion],train
meal_suggestion,Can you suggest me the most delicious Hausa meal,eng,,[SL: meal_suggestion],train
meal_suggestion,Suggest for me an affordable meal that  I can eat in this hotel.,eng,,[SL: meal_suggestion],train
meal_suggestion,Give me a meal suggestion from Ntachi Osa,eng,,[SL: meal_suggestion],train
meal_suggestion,What is  your favorite meal in Gisenyi?,eng,,[SL: meal_suggestion],train
meal_suggestion,"suggest me food from congo, please ",eng,,[SL: meal_suggestion],train
min_payment,What did I pay the lowest for service fee?,eng,,[SL: min_payment],train
min_payment,can you provide information on the minimum payment due for my house loan today?,eng,,[SL: min_payment],train
min_payment,Orders SUNU bank to pay the TDE and CEET invoices for this month,eng,,[SL: min_payment],train
min_payment,Which is the minimal amount we can pay by Flooz money,eng,,[SL: min_payment],train
min_payment,Please tell me the minimum I can pay on interest for my water bill?,eng,,[SL: min_payment],train
min_payment,How much is the minimum I can pay on my electricity bill?,eng,,[SL: min_payment],train
min_payment,What's the minimum amount for creating a savings account with Monie Point?,eng,,[SL: min_payment],train
min_payment,how much is the minimum for electricity bill,eng,,[SL: min_payment],train
min_payment,what is the minimum amount I can pay for the car insurance?,eng,,[SL: min_payment],train
min_payment,What bill due for last month?,eng,,[SL: min_payment],train
pay_bill,i want pay my childeren school pay in Abyssinia bank. Can you guide me through the payment process?,eng,,[SL: pay_bill],train
pay_bill,Can i pay my electric bill with my phone?,eng,,[SL: pay_bill],train
pay_bill,Check my Flooz account to see if we could pay the TDE bill!,eng,,[SL: pay_bill],train
pay_bill,Can I pay electricity bill by Tmoney,eng,,[SL: pay_bill],train
pay_bill,where can i pay my electricity bill?,eng,,[SL: pay_bill],train
pay_bill,Can I pay my electri bill in your bank,eng,,[SL: pay_bill],train
pay_bill,Pay that electricity bill from my Union Bank current account.,eng,,[SL: pay_bill],train
pay_bill,Pay my Zoomilon bill from my AirtelTigo Money account.,eng,,[SL: pay_bill],train
pay_bill,Kindly help me to clear a water bill via BK. Could you help me to pay a water bill via Bank of Kigali?,eng,,[SL: pay_bill],train
pay_bill,Can you help me pay steemer bill?,eng,,[SL: pay_bill],train
pin_change,provide step-by-step instructions to me on changing the PIN for my COMMERCIAL BANK OF ETHIOPIA account.,eng,,[SL: pin_change],train
pin_change,what should I do to change my Abyssinian bank account password?,eng,,[SL: pin_change],train
pin_change,How do I change my bank account pin code?,eng,,[SL: pin_change],train
pin_change,Where can I change my account's password ?,eng,,[SL: pin_change],train
pin_change,How do I change my ATM pin,eng,,[SL: pin_change],train
pin_change,How do I change my bank card PIN?,eng,,[SL: pin_change],train
pin_change,Change my account security pin. ,eng,,[SL: pin_change],train
pin_change,What is the pin for my Vodafone Cash account?,eng,,[SL: pin_change],train
pin_change,Can you help me change my pin number for my Umwalimu sacco account?,eng,,[SL: pin_change],train
pin_change,How can I recover my bank account code pin?,eng,,[SL: pin_change],train
play_music,Would you please open Tilahune gesese's old song for me?,eng,,[SL: play_music],train
play_music,open ambasel scale songs.,eng,,[SL: play_music],train
play_music,Can you play agbadza music for us?,eng,,[SL: play_music],train
play_music,Please play the new agbadza music for me,eng,,[SL: play_music],train
play_music,Please turn on Namenj's song,eng,,[SL: play_music],train
play_music,Please play the Tabargaza song for us,eng,,[SL: play_music],train
play_music,kindly play the song Vekee James and her choir sang at her wedding ceremony.,eng,,[SL: play_music],train
play_music,play music for me from Boom play,eng,,[SL: play_music],train
play_music,Can you play Israel Mbonye's songs?,eng,,[SL: play_music],train
play_music,Where will Bruce Melody perform this weekend?,eng,,[SL: play_music],train
plug_type,Can I get American plug in Uganda?,eng,,[SL: plug_type],train
plug_type,which type of socket is commonly used in Ethiopia? ,eng,,[SL: plug_type],train
plug_type,What plug type is used in England?,eng,,[SL: plug_type],train
plug_type,which CEET branch do you go to for the outages ?,eng,,[SL: plug_type],train
plug_type,Is a different type of socket plug needed in Nigeria?,eng,,[SL: plug_type],train
plug_type,What type of socket is in Kenya,eng,,[SL: plug_type],train
plug_type,What type of plug do they have in Nigeria?,eng,,[SL: plug_type],train
plug_type,What type of plug is been used in Japan?,eng,,[SL: plug_type],train
plug_type,What kind of plug will I need if I visit hotels in Musanze?,eng,,[SL: plug_type],train
plug_type,Do I need winter clothes in volcanic areas?,eng,,[SL: plug_type],train
recipe,What are the ingredients needed to make genfo?,eng,,[SL: recipe],train
recipe,what do i need to make injera?,eng,,[SL: recipe],train
recipe,Do you know how to knead Egbo dough ?,eng,,[SL: recipe],train
recipe,Please show me beancake recipe,eng,,[SL: recipe],train
recipe,find us 5 rice recipes,eng,,[SL: recipe],train
recipe,please check for us how to cook eggs and potatoes,eng,,[SL: recipe],train
recipe,How do I make Abacha?,eng,,[SL: recipe],train
recipe,how do i prepare beef chops,eng,,[SL: recipe],train
recipe,How do you cook Pilau?,eng,,[SL: recipe],train
recipe,Do you know how to fry Akabenzi meat?,eng,,[SL: recipe],train
restaurant_reservation,please reserve a VIP table at Taitu Restaurant for tomorrow afternoon,eng,,[SL: restaurant_reservation],train
restaurant_reservation,call ras hotel and reserve for september 1.,eng,,[SL: restaurant_reservation],train
restaurant_reservation,Can you make a reservation in this restaurant in Adidogomé ?,eng,,[SL: restaurant_reservation],train
restaurant_reservation,Don't forget to reserve places for I and my friends tomorrow evening in the restaurant,eng,,[SL: restaurant_reservation],train
restaurant_reservation,Can you reserve 10 tables at Season 7 for our guest,eng,,[SL: restaurant_reservation],train
restaurant_reservation,reserve us a seat for 4 people at the restaurant for tomorrow,eng,,[SL: restaurant_reservation],train
restaurant_reservation,Can you reserve a table for I and my friends at Chicken Republic? ,eng,,[SL: restaurant_reservation],train
restaurant_reservation,Call Uche and tell him to keep a space for me and my wife in their eatery on Friday.,eng,,[SL: restaurant_reservation],train
restaurant_reservation,Would you know if Chez Lando restaurant opens on public holidays?,eng,,[SL: restaurant_reservation],train
restaurant_reservation,book for me a room in the morning on the 22nd at Ruth's hotel,eng,,[SL: restaurant_reservation],train
restaurant_reviews,do many people love Azmera Shiro?,eng,,[SL: restaurant_reviews],train
restaurant_reviews,find and tell me best resturant that prepare Ethiopian cuisine in Addis Ababa.,eng,,[SL: restaurant_reviews],train
restaurant_reviews,Is Ankou's restaurant has a good reputation?,eng,,[SL: restaurant_reviews],train
restaurant_reviews,Was the donut well made ?,eng,,[SL: restaurant_reviews],train
restaurant_reviews,Did our guests enjoyed the jollof rice from Hadiza Balangu's resturant,eng,,[SL: restaurant_reviews],train
restaurant_reviews,Is the fried chicken at chicken repubic delicious??,eng,,[SL: restaurant_reviews],train
restaurant_reviews,Read out people's review on MacDonalds. ,eng,,[SL: restaurant_reviews],train
restaurant_reviews,what are customers review about food in chicken republic?,eng,,[SL: restaurant_reviews],train
restaurant_reviews,Grilled maize at Nyirangarama restaurant are delicious.  Is it true that grilled maize sold at Nyirangarama are delicious?,eng,,[SL: restaurant_reviews],train
restaurant_reviews,What clients recommend the most as food and drink in summer at Rubavu?,eng,,[SL: restaurant_reviews],train
restaurant_suggestion,Can you suggest best ethiopian restaurant for me to eat lunch?,eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,Suggest me a good restaurant that make Kitfo?,eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,"Please, recommend a restaurant where we can go out to eat tonight",eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,Where can we eat fufu ?,eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,Which resturant is the best around here,eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,"I crave for Arab food, where can I find it?",eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,Give me the names of two restaurants that are affordable in this neighbourhood. ,eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,Which good restaurant do you recommend I go to this coming holiday,eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,"I don't cook at weekends, I like going to Nyamirambo joints. Would you suggest a popular restaurant?",eng,,[SL: restaurant_suggestion],train
restaurant_suggestion,Can you prepare for me a dish in UMUTUZO restaurant this evening?,eng,,[SL: restaurant_suggestion],train
share_location,Please send the address of the hotel where I was staying to my lawyer,eng,,[SL: share_location],train
share_location,can you help me send my current location to my friends?,eng,,[SL: share_location],train
share_location,Can you share my location with the Gozem driver please ?,eng,,[SL: share_location],train
share_location,Tell the guests that I'll share my location with him,eng,,[SL: share_location],train
share_location,Tell Aisha I am at our elder sister's house,eng,,[SL: share_location],train
share_location,Tell my wife I am at my friend Bello's house,eng,,[SL: share_location],train
share_location,Show my mum my location. ,eng,,[SL: share_location],train
share_location,Tell me where KFC is in Zuba.,eng,,[SL: share_location],train
share_location,Where is the hotel located in this city of Muhanga?,eng,,[SL: share_location],train
share_location,Have you told my parents that I am in Butare?,eng,,[SL: share_location],train
shopping_list_update,add teff to my grocery list.,eng,,[SL: shopping_list_update],train
shopping_list_update,Add agbeli to my shopping list,eng,,[SL: shopping_list_update],train
shopping_list_update,Add okro to my shopping list,eng,,[SL: shopping_list_update],train
shopping_list_update,Please remove meat from the shopping list,eng,,[SL: shopping_list_update],train
shopping_list_update,Please add sugar in the list of items to buy,eng,,[SL: shopping_list_update],train
shopping_list_update,Please remove milk that contains lots of calories from my shopping list,eng,,[SL: shopping_list_update],train
shopping_list_update,Remove alligator pepper from  the shopping list.,eng,,[SL: shopping_list_update],train
shopping_list_update,Where can I find a good restaurant in Nyamirambo?,eng,,[SL: shopping_list_update],train
shopping_list_update,can you make a list of what we will shop this Sunday?,eng,,[SL: shopping_list_update],train
shopping_list_update,Add eggs to my shopping list,eng,,[SL: shopping_list_update],train
spending_history,How much money did I spend on visiting Bale mountains last month?,eng,,[SL: spending_history],train
spending_history,Show me history of my telebirr transfers ?,eng,,[SL: spending_history],train
spending_history,What are the different purchases made by the withdrawn fund at BSIC?,eng,,[SL: spending_history],train
spending_history,How much have I spent on my account ? ,eng,,[SL: spending_history],train
spending_history,how much did i spend on rice this week?,eng,,[SL: spending_history],train
spending_history,How much did I spend on recharge card last week using my UBA account,eng,,[SL: spending_history],train
spending_history,How much did I pay for tuition at Madonna University last year?,eng,,[SL: spending_history],train
spending_history,How much did I pay for Electricity bill last year?,eng,,[SL: spending_history],train
spending_history,How much did I spend on building my house in Western province?,eng,,[SL: spending_history],train
spending_history,Is there a way to calculate the total amount I have withdrew into my BK account this month?,eng,,[SL: spending_history],train
text,Text mom to ask what she wants to buy for the Easter holiday?,eng,,[SL: text],train
text,Send a text for Robel that I'm on my way to his home.,eng,,[SL: text],train
text,Have you texted everyone that the meeting is happening?,eng,,[SL: text],train
text,text an sms to your son and inform him about tomorrow meeting,eng,,[SL: text],train
text,"Send Sani a text, I'll talk to him tonight",eng,,[SL: text],train
text,Did you send the text message to Usman yesterday,eng,,[SL: text],train
text,"Write a message to Ada, tell her that I will come soon. ",eng,,[SL: text],train
text,"send a text to my sweetheart, tell her to come over for Netflix and Chill.",eng,,[SL: text],train
text,Text Musoni and ask him what he would like to have for breakfast tomorrow.,eng,,[SL: text],train
text,Can you send him a short message and ask him what to eat for lunch?,eng,,[SL: text],train
time,what time is it in Ethiopia?,eng,,[SL: time],train
time,How much time would you need for construction ?,eng,,[SL: time],train
time,At what time will you come?,eng,,[SL: time],train
time,What time is it in Jigawa state now?,eng,,[SL: time],train
time,What time will you come,eng,,[SL: time],train
time,What is the time in America now?,eng,,[SL: time],train
time,With how many hours is Nigeria ahead of Canada.,eng,,[SL: time],train
time,At what time do bars close in Kigali?,eng,,[SL: time],train
time,What time is it in Rwanda when it is seven o'clock in Washington?,eng,,[SL: time],train
time,what is the time in the central time zone ,eng,,[SL: time],train
timezone,Can you provide the time zone information for Kenya?,eng,,[SL: timezone],train
timezone,what is the time difference between Addis Ababa and Dubai?,eng,,[SL: timezone],train
timezone,Are all african countries in the same timezone ?,eng,,[SL: timezone],train
timezone,check if Togo and Benin are in the same timezone,eng,,[SL: timezone],train
timezone,Is there any difference between African and American timezone,eng,,[SL: timezone],train
timezone,What is the time zone in Nigeria?,eng,,[SL: timezone],train
timezone,What is the time zone in Kumasi?,eng,,[SL: timezone],train
timezone,Is the timezone of Nigeria and South Africa the same?,eng,,[SL: timezone],train
timezone,Do you use East African time or Central African time in Rwanda?,eng,,[SL: timezone],train
timezone,What time is it in Kananga now,eng,,[SL: timezone],train
transactions,What do I need to complete in advance to make a payment using Telebirr?,eng,,[SL: transactions],train
transactions,what other option can i use to make this payment?,eng,,[SL: transactions],train
transactions,Did the corn buyer pay me through Tmoney ?,eng,,[SL: transactions],train
transactions,give me my account statement,eng,,[SL: transactions],train
transactions,Can I check all my last month's transaction history through the Access bank application,eng,,[SL: transactions],train
transactions,show me last week's transactions from my UBA bank,eng,,[SL: transactions],train
transactions,Did I pay any bill with the money in my student's account yesterday? ,eng,,[SL: transactions],train
transactions,Items of how much did I  purchase from my Zenith bank account in the month of June?,eng,,[SL: transactions],train
transactions,Can you show me the recent transactions I have made to my account?,eng,,[SL: transactions],train
transactions,Show me all the numbers I sent money to today,eng,,[SL: transactions],train
transfer,Can you transfer 50000 birr from my commercial Bank account to cbe birr wallet?,eng,,[SL: transfer],train
transfer,can you transfer of 500 Birr from my CBE to my mother's Abyssinia Bank?,eng,,[SL: transfer],train
transfer,Instruct Ecobank to transfer the salaries of all employees to their home banks by March 25,eng,,[SL: transfer],train
transfer,I want you to send him 5000 F by Ecobank,eng,,[SL: transfer],train
transfer,"please transfer N10,000 to my GT bank",eng,,[SL: transfer],train
transfer,"transfer N20,000 to my bank account",eng,,[SL: transfer],train
transfer,"Send Uche ₦10,000 from my savings account.",eng,,[SL: transfer],train
transfer,Take thirty thousand naira from my Opay account and put it in my fixed deposit account,eng,,[SL: transfer],train
transfer,How can I transfer money from Cogebanque account to my Mobile Money account?,eng,,[SL: transfer],train
transfer,transfert 100$ in my Mpesa and Airtel money,eng,,[SL: transfer],train
translate,"how do I say ""I want to use the bus"" in Oromo language?",eng,,[SL: translate],train
translate,"How do I say ""water"" in Tigrigna?",eng,,[SL: translate],train
translate,How do you welcome someone in Temberma ?,eng,,[SL: translate],train
translate,"How can I say ""give me water'' in Bassar language, ncam ?",eng,,[SL: translate],train
translate,"what is the equivalent of, 'life is good' in fulani?",eng,,[SL: translate],train
translate,What is 'banana' in Yoruba language?,eng,,[SL: translate],train
translate,"How can I say ""sun is out"" in German? ",eng,,[SL: translate],train
translate,"How will I say ""Tomorrow will be better than today"" in  Idioma ",eng,,[SL: translate],train
translate,How do we call tourists to Gorillas in Kinyarwanda,eng,,[SL: translate],train
translate,what is the lingala for hotel?,eng,,[SL: translate],train
travel_notification,"Next Monday, I'll be heading to Tigray for two weeks",eng,,[SL: travel_notification],train
travel_notification,Please create a notification to let my mom know about my trip. I'll be in Hawassa from September 1 to September 10,eng,,[SL: travel_notification],train
travel_notification,Tell Komigan I am traveling to Dzarakpanga for two weeks!,eng,,[SL: travel_notification],train
travel_notification,Notify my bank that I will travel to Tandjouaré next week,eng,,[SL: travel_notification],train
travel_notification,Can you inform my bank that I will be in Sudan from March 1st to March 15th?,eng,,[SL: travel_notification],train
travel_notification,Inform you Uncle that I will be in Niger tomorrow,eng,,[SL: travel_notification],train
travel_notification,I will be in Enugu for the next three days because of Chika's birthday celebration.,eng,,[SL: travel_notification],train
travel_notification,Put my next month travel in my reminder book.,eng,,[SL: travel_notification],train
travel_notification,Can you notify me when my booking room is confirmed?,eng,,[SL: travel_notification],train
travel_notification,Can you give me a permission to go to gisenyi for a whole week?,eng,,[SL: travel_notification],train
travel_suggestion,Can you point me to what I should see on my visit to the Bahirdar?,eng,,[SL: travel_suggestion],train
travel_suggestion,help me decide between Hawassa and Arbaminch for my upcoming trip. What are the unique attractions in each location?,eng,,[SL: travel_suggestion],train
travel_suggestion,Would it be easier to go through Tsévié before going to Hahotoe ?,eng,,[SL: travel_suggestion],train
travel_suggestion,"Which good thing are there in Sokode, the place we are going to",eng,,[SL: travel_suggestion],train
travel_suggestion,Where will I spend Ramadan this year?,eng,,[SL: travel_suggestion],train
travel_suggestion,Can you suggest the best tourist park one can visit in Bauchi,eng,,[SL: travel_suggestion],train
travel_suggestion,Where are nice places for vacation in London? ,eng,,[SL: travel_suggestion],train
travel_suggestion,Help me look up for a good tourist centre I could go to this Easter.,eng,,[SL: travel_suggestion],train
travel_suggestion,Have you ever been abroad? What did you like the most Rwanda comparing with living abroad?,eng,,[SL: travel_suggestion],train
travel_suggestion,Which area in Rwanda  can we find Gorillas?,eng,,[SL: travel_suggestion],train
update_playlist,Add the new album of Tekeset Getnet to the list of songs i listen to every day.,eng,,[SL: update_playlist],train
update_playlist,I'm in the mood for listen new music; could you insert new music's to my playlist?,eng,,[SL: update_playlist],train
update_playlist,Ask him to add this agbadja song to the old ones !,eng,,[SL: update_playlist],train
update_playlist,Tell the DJ that new bɔbɔbɔ songs are out this week,eng,,[SL: update_playlist],train
update_playlist,add this song to my workout playlist,eng,,[SL: update_playlist],train
update_playlist,can you add this song to my playlist?,eng,,[SL: update_playlist],train
update_playlist,Add Tim Godfrey's and Simisola's worship song to my music playlist for my prayer time. ,eng,,[SL: update_playlist],train
update_playlist,please add Osadebe's music to the list of my highlife playlist,eng,,[SL: update_playlist],train
update_playlist,Add this song on my African music playlist.,eng,,[SL: update_playlist],train
update_playlist,Can you save the all songs for Chriss Easy on my flash disk?,eng,,[SL: update_playlist],train
weather,what is the latest weather update in Addis Ababa at this moment,eng,,[SL: weather],train
weather,will it be raining tonight in Dessie?,eng,,[SL: weather],train
weather,Will the weather clear tomorrow?,eng,,[SL: weather],train
weather,How is the heat these days in Atakpamé ?,eng,,[SL: weather],train
weather,tell me the weather forecast for this coming thursday,eng,,[SL: weather],train
weather,How is the weather in Kano today,eng,,[SL: weather],train
weather,Is this period the Harmattan period in Kano?,eng,,[SL: weather],train
weather,what is the weather condition in Enugu today?,eng,,[SL: weather],train
weather,what is the weather  like in Ngoma district this week?,eng,,[SL: weather],train
weather,What weather is there in Kigali in July?,eng,,[SL: weather],train
