intent,text,domain,spans,logical_form,split
ingredients_list,what would i need if i wanted to make chicken marsala,clinc,,[SL: ingredients_list],train
ingredients_list,what ingredients are in antipasto salad,clinc,,[SL: ingredients_list],train
ingredients_list,what do i need to make chicken salad,clinc,,[SL: ingredients_list],train
interest_rate,i want to know my interest rate,clinc,,[SL: interest_rate],train
interest_rate,tell me my interest rate,clinc,,[SL: interest_rate],train
interest_rate,what interest rate am i paying,clinc,,[SL: interest_rate],train
interest_rate,my interest rate please,clinc,,[SL: interest_rate],train
interest_rate,how do i know the interest rate for my signature account,clinc,,[SL: interest_rate],train
interest_rate,how can i figure out my interest rate for my umpqua account,clinc,,[SL: interest_rate],train
interest_rate,how can i find my interest rate for my alliance account,clinc,,[SL: interest_rate],train
interest_rate,how can i figure out the interest rate for my columbia account,clinc,,[SL: interest_rate],train
interest_rate,how can i find the interest rate for my red river account,clinc,,[SL: interest_rate],train
interest_rate,what is the rate of interest on my savings account,clinc,,[SL: interest_rate],train
interest_rate,how much interest am i getting on my savings,clinc,,[SL: interest_rate],train
interest_rate,check the interest rate on my savings account,clinc,,[SL: interest_rate],train
interest_rate,tell me my current savings account's interest rate,clinc,,[SL: interest_rate],train
interest_rate,what's the interest rate on my savings,clinc,,[SL: interest_rate],train
interest_rate,what is my interest rate payment,clinc,,[SL: interest_rate],train
interest_rate,how do i figure out my intetest rate,clinc,,[SL: interest_rate],train
interest_rate,how to calculate my interest rate,clinc,,[SL: interest_rate],train
interest_rate,what is my intetest rate,clinc,,[SL: interest_rate],train
interest_rate,i must find the interest rate for my checking account,clinc,,[SL: interest_rate],train
interest_rate,i gotta find the interest rate for my checking account,clinc,,[SL: interest_rate],train
interest_rate,i would love to know the interest rate on my bank of america cd account,clinc,,[SL: interest_rate],train
interest_rate,i need to know the interest rate on my bank of america cd account,clinc,,[SL: interest_rate],train
interest_rate,what is the interest rate on my bank of america cd account,clinc,,[SL: interest_rate],train
interest_rate,i have to find the interest rate for my checking account,clinc,,[SL: interest_rate],train
interest_rate,i must know the interest rate on my bank of america cd account,clinc,,[SL: interest_rate],train
international_visa,"to visit cambodia, do i need an international visa",clinc,,[SL: international_visa],train
international_visa,do i need to get a visa to visit canada,clinc,,[SL: international_visa],train
international_visa,will i need a visa to visit ireland,clinc,,[SL: international_visa],train
international_visa,will i need a travel visa to go to canary islands,clinc,,[SL: international_visa],train
international_visa,i want to visit portugal do i need a travel visa,clinc,,[SL: international_visa],train
international_visa,i want to see paris will i need an international visa,clinc,,[SL: international_visa],train
international_visa,"for travel to argentina, do i need to get a travel visa",clinc,,[SL: international_visa],train
international_visa,will i have to apply for a visa if i want to visit mexico,clinc,,[SL: international_visa],train
international_visa,to vacation to tel aviv do i need a travel visa,clinc,,[SL: international_visa],train
international_visa,do i need to obtain a travel visa to go on vacation to places in eastern europe,clinc,,[SL: international_visa],train
international_visa,would i need a tourist visa for brazil,clinc,,[SL: international_visa],train
international_visa,do i need a tourist visa for europe,clinc,,[SL: international_visa],train
international_visa,i want to know if i shouldget a tourist visa for italy,clinc,,[SL: international_visa],train
international_visa,is it necessary to apply for a tourist visa for mexico,clinc,,[SL: international_visa],train
international_visa,should i get a travel visa for spain,clinc,,[SL: international_visa],train
international_visa,does moscow require travel visas to visit,clinc,,[SL: international_visa],train
international_visa,would i need a travel visa to go to the congo,clinc,,[SL: international_visa],train
international_visa,do i need an international visa to go to south korea,clinc,,[SL: international_visa],train
international_visa,do i need an international visa to go to tibet,clinc,,[SL: international_visa],train
international_visa,do i need an international visa to go to vietnam,clinc,,[SL: international_visa],train
international_visa,do i need an international visa to go to hong kong,clinc,,[SL: international_visa],train
international_visa,do i need an international visa to go to malaysia,clinc,,[SL: international_visa],train
international_visa,i am going to travel to mexico soon; do i need to get a visa,clinc,,[SL: international_visa],train
international_visa,i need to know if i must have an international visa to go to france,clinc,,[SL: international_visa],train
international_visa,i'm going to jamaica next week; am i needing a visa,clinc,,[SL: international_visa],train
make_call,place a phone call to yiming,clinc,,[SL: make_call],train
make_call,phone lobby,clinc,,[SL: make_call],train
make_call,can you call dominos pizza,clinc,,[SL: make_call],train
make_call,can you redial the last number dialed,clinc,,[SL: make_call],train
make_call,call 911,clinc,,[SL: make_call],train
make_call,can you call a taxi,clinc,,[SL: make_call],train
make_call,can you call mom,clinc,,[SL: make_call],train
make_call,call work,clinc,,[SL: make_call],train
make_call,call justin,clinc,,[SL: make_call],train
make_call,call home,clinc,,[SL: make_call],train
make_call,call erryn,clinc,,[SL: make_call],train
make_call,i have to call the commander,clinc,,[SL: make_call],train
make_call,i will be calling hr,clinc,,[SL: make_call],train
make_call,it is important that i call katie,clinc,,[SL: make_call],train
make_call,x is who i need to call,clinc,,[SL: make_call],train
make_call,i am going to call the landlord,clinc,,[SL: make_call],train
make_call,call macy,clinc,,[SL: make_call],train
make_call,dial lisa's cell phone number,clinc,,[SL: make_call],train
make_call,please dial david now,clinc,,[SL: make_call],train
make_call,i need you to call michael at home,clinc,,[SL: make_call],train
make_call,can you call mary,clinc,,[SL: make_call],train
make_call,please phone lizzy,clinc,,[SL: make_call],train
make_call,please dial x's phone number,clinc,,[SL: make_call],train
make_call,dial x's phone please,clinc,,[SL: make_call],train
make_call,please call toby,clinc,,[SL: make_call],train
meal_suggestion,can you give me a french dinner suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,"suggest a meal from laos to me, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a vietnamese meal suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,suggest a meal from burma to me,clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a vietnamese dinner suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,"suggest a meal from thailand to me, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"can you give me a thai meal suggestion, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"can you give me a vietnamese meal suggestion, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"can you give me a burmese meal suggestion, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"suggest a meal from burma to me, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a burmese dinner suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a thai meal suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a thai dinner suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,suggest a meal from thailand to me,clinc,,[SL: meal_suggestion],train
meal_suggestion,give me italian meal ideas,clinc,,[SL: meal_suggestion],train
meal_suggestion,suggest an italian meal for me,clinc,,[SL: meal_suggestion],train
meal_suggestion,can you suggest meals from italy to me,clinc,,[SL: meal_suggestion],train
meal_suggestion,may you suggest a meal from italy to me,clinc,,[SL: meal_suggestion],train
meal_suggestion,please suggest meals from italy to me,clinc,,[SL: meal_suggestion],train
meal_suggestion,can you tell me a good indian dish to make,clinc,,[SL: meal_suggestion],train
meal_suggestion,got any good dinner ideas,clinc,,[SL: meal_suggestion],train
meal_suggestion,what's a simple chinese recipe for dinner,clinc,,[SL: meal_suggestion],train
meal_suggestion,do you know an good pasta dishes,clinc,,[SL: meal_suggestion],train
meal_suggestion,what can i make for dinner using ground beef,clinc,,[SL: meal_suggestion],train
meal_suggestion,i need new dinner ideas,clinc,,[SL: meal_suggestion],train
min_payment,what's the minimum i owe on the car payment,clinc,,[SL: min_payment],train
min_payment,what's the least amount i need to pay on the electric bill,clinc,,[SL: min_payment],train
min_payment,what's the smallest amount i can pay on the water bill,clinc,,[SL: min_payment],train
min_payment,what's the minimum amount for my electric bill,clinc,,[SL: min_payment],train
min_payment,what's the least i can pay on the medical payments for february,clinc,,[SL: min_payment],train
min_payment,how much can i get away with paying for my college loan,clinc,,[SL: min_payment],train
min_payment,what's the minimum required payment on my visa card,clinc,,[SL: min_payment],train
min_payment,i want to know my bill's minimum payment,clinc,,[SL: min_payment],train
min_payment,what is my bill's minimum payment,clinc,,[SL: min_payment],train
min_payment,minimum payment of my bill please,clinc,,[SL: min_payment],train
min_payment,can you tell me the minimum payment of my bill,clinc,,[SL: min_payment],train
min_payment,tell me the minimum payment of my bill,clinc,,[SL: min_payment],train
min_payment,the minumum to pay is what,clinc,,[SL: min_payment],train
min_payment,what is the minimum i can pay for my electric bill,clinc,,[SL: min_payment],train
min_payment,please lookup the minimum i need to pay on my credit card,clinc,,[SL: min_payment],train
min_payment,what is the minimum i need to pay for my cell phone bill,clinc,,[SL: min_payment],train
min_payment,tell me what my minimum payment is,clinc,,[SL: min_payment],train
min_payment,what is the minimum i have to pay on my chase card,clinc,,[SL: min_payment],train
min_payment,what is the minimum i can pay for my telephone bill,clinc,,[SL: min_payment],train
min_payment,what is the minimum i can pay for my light bill,clinc,,[SL: min_payment],train
min_payment,what is the minimum i can pay for the gas bill,clinc,,[SL: min_payment],train
min_payment,what do i have to pay on my amex that is the minimum,clinc,,[SL: min_payment],train
min_payment,i need to know my cable bill minimum payment,clinc,,[SL: min_payment],train
min_payment,please tell me the minimum i can pay on my electric bill,clinc,,[SL: min_payment],train
min_payment,please tell me the minimum i can pay on my water bill,clinc,,[SL: min_payment],train
pay_bill,"i want to pay my bill, please",clinc,,[SL: pay_bill],train
pay_bill,pay my water bill with my charles schwab account,clinc,,[SL: pay_bill],train
pay_bill,i'd like to pay my bill,clinc,,[SL: pay_bill],train
pay_bill,pay my internet bill with my discover account,clinc,,[SL: pay_bill],train
pay_bill,can you help me pay a bill,clinc,,[SL: pay_bill],train
pay_bill,i need to pay my bill,clinc,,[SL: pay_bill],train
pay_bill,can i pay a bill,clinc,,[SL: pay_bill],train
pay_bill,use my capital one account to pay for my gas bill,clinc,,[SL: pay_bill],train
pay_bill,pay my electric bill from my amex account,clinc,,[SL: pay_bill],train
pay_bill,i want to pay my house bill,clinc,,[SL: pay_bill],train
pay_bill,i want to pay my car bill,clinc,,[SL: pay_bill],train
pay_bill,i want to pay my insurance bill,clinc,,[SL: pay_bill],train
pay_bill,i want to pay my tax bill,clinc,,[SL: pay_bill],train
pay_bill,i need help paying my auto insurance bill,clinc,,[SL: pay_bill],train
pay_bill,i need help paying my hoa bill,clinc,,[SL: pay_bill],train
pay_bill,i need help paying my tuition bill,clinc,,[SL: pay_bill],train
pay_bill,i need help paying my phone bill,clinc,,[SL: pay_bill],train
pay_bill,"my water bill is due, pay it immediately",clinc,,[SL: pay_bill],train
pay_bill,i need to pay my water bill,clinc,,[SL: pay_bill],train
pay_bill,please go ahead and make my student loan payment,clinc,,[SL: pay_bill],train
pay_bill,go ahead and pay my american express bill now,clinc,,[SL: pay_bill],train
pay_bill,i need to pay my electric bill now,clinc,,[SL: pay_bill],train
pay_bill,can you assist me in paying my electric bill,clinc,,[SL: pay_bill],train
pay_bill,i want to do a payment on my water bill,clinc,,[SL: pay_bill],train
pay_bill,pay my mortgage from my checkings accounts,clinc,,[SL: pay_bill],train
pin_change,how do i change my pin for number for my abc bank account,clinc,,[SL: pin_change],train
pin_change,what do i need to do to change my abc bank account pin number,clinc,,[SL: pin_change],train
pin_change,i have no idea what the pin is for my checking account,clinc,,[SL: pin_change],train
pin_change,i cannot recall the pin for my savings account,clinc,,[SL: pin_change],train
pin_change,i forgot the pin number for my college fund account,clinc,,[SL: pin_change],train
pin_change,set up a new pin number on my college fund account and make it be 1234,clinc,,[SL: pin_change],train
pin_change,i want 1234 to be the new pin number for my joint account,clinc,,[SL: pin_change],train
pin_change,please change my checking account pin to 1234,clinc,,[SL: pin_change],train
pin_change,i need to set up a new pin number for my college fund account,clinc,,[SL: pin_change],train
pin_change,i want my savings account pin to be 1234 from now on,clinc,,[SL: pin_change],train
pin_change,please change my retirement account pin number to 1234,clinc,,[SL: pin_change],train
pin_change,my checking account needs a new pin number,clinc,,[SL: pin_change],train
pin_change,i seem to have lost the pin for my retirement account,clinc,,[SL: pin_change],train
pin_change,i would like to replace the pin number for my retirement account,clinc,,[SL: pin_change],train
pin_change,i'd like to change my pin number for my checking account,clinc,,[SL: pin_change],train
pin_change,i want a new pin for my savings account,clinc,,[SL: pin_change],train
pin_change,i'm afraid i've forgotten the pin for my 401k account,clinc,,[SL: pin_change],train
pin_change,i need help changing my pin,clinc,,[SL: pin_change],train
pin_change,is there a way to get my pin number,clinc,,[SL: pin_change],train
pin_change,is there a way to change my pin number for my savings account,clinc,,[SL: pin_change],train
pin_change,i need my pin number,clinc,,[SL: pin_change],train
pin_change,"how do i get my pin number, i forgot mine",clinc,,[SL: pin_change],train
pin_change,help me change my pin number for my money market account,clinc,,[SL: pin_change],train
pin_change,how do i get a new pin,clinc,,[SL: pin_change],train
pin_change,tell me how i can get a new pin number,clinc,,[SL: pin_change],train
play_music,can i get some music by three six mafia in here,clinc,,[SL: play_music],train
play_music,what does x’s music sound like,clinc,,[SL: play_music],train
play_music,may i hear some music by fleet foxes,clinc,,[SL: play_music],train
play_music,can i hear some music by cloud control,clinc,,[SL: play_music],train
play_music,can x’s music be played,clinc,,[SL: play_music],train
play_music,play some music for me,clinc,,[SL: play_music],train
play_music,i'd like to hear my workout playlist,clinc,,[SL: play_music],train
play_music,put on my jam session playlist please,clinc,,[SL: play_music],train
play_music,can i hear my smooth jazz playlist,clinc,,[SL: play_music],train
play_music,play a song for me,clinc,,[SL: play_music],train
play_music,let's hear my workout playlist,clinc,,[SL: play_music],train
play_music,put my workout playlist on,clinc,,[SL: play_music],train
play_music,"put my music on, please",clinc,,[SL: play_music],train
play_music,play rock playlist,clinc,,[SL: play_music],train
play_music,play some music,clinc,,[SL: play_music],train
play_music,rock playlist please,clinc,,[SL: play_music],train
play_music,can you play music,clinc,,[SL: play_music],train
play_music,i want to listen to music,clinc,,[SL: play_music],train
play_music,can you play the rock playlist,clinc,,[SL: play_music],train
play_music,music please,clinc,,[SL: play_music],train
play_music,rock music playlist,clinc,,[SL: play_music],train
play_music,i want to hear my rock playlist,clinc,,[SL: play_music],train
play_music,play that song hey,clinc,,[SL: play_music],train
play_music,yo play that song that go like she take my money,clinc,,[SL: play_music],train
play_music,can u play the song that sound like bells going off,clinc,,[SL: play_music],train
plug_type,do i need a socket converter if i'm going to mexico,clinc,,[SL: plug_type],train
plug_type,does england have a different plug type and if so what is it,clinc,,[SL: plug_type],train
plug_type,is there a conversion plug if you travel to australia,clinc,,[SL: plug_type],train
plug_type,what kind of plug type do they use in russia,clinc,,[SL: plug_type],train
plug_type,what type of plug do i need to bring if i visit japan,clinc,,[SL: plug_type],train
plug_type,what type of plug do they use in mexico,clinc,,[SL: plug_type],train
plug_type,"when you go to germany, do you need a special converter for your plugs",clinc,,[SL: plug_type],train
plug_type,do visitors to japan need to use a socket converter,clinc,,[SL: plug_type],train
plug_type,do you need a special outlet converter in sweden,clinc,,[SL: plug_type],train
plug_type,do i need a power adapter in mexico,clinc,,[SL: plug_type],train
plug_type,do they use special outlets in australia,clinc,,[SL: plug_type],train
plug_type,do they use any special type of plug in spain that you need a converter for,clinc,,[SL: plug_type],train
plug_type,do i need to have a socket converter in canada,clinc,,[SL: plug_type],train
plug_type,is a socket converter required if i travel to russia,clinc,,[SL: plug_type],train
plug_type,do they use weird plugs in australia where i'd need some kind of socket converter,clinc,,[SL: plug_type],train
plug_type,is there an outlet plug adapter,clinc,,[SL: plug_type],train
plug_type,can you tell me what kind of outlet plug there is over there,clinc,,[SL: plug_type],train
plug_type,how do i know what the outlets are like,clinc,,[SL: plug_type],train
plug_type,"i'm going out of country, what type of outlet plug do i need",clinc,,[SL: plug_type],train
plug_type,what if i have the wrong plug,clinc,,[SL: plug_type],train
plug_type,do i need a socket converter if i'm going to be in ohio,clinc,,[SL: plug_type],train
plug_type,"in osaka, do i need a plug converter for my electronics",clinc,,[SL: plug_type],train
plug_type,will i need a plug converter for my electronics in amman,clinc,,[SL: plug_type],train
plug_type,what plug types are there in cuba,clinc,,[SL: plug_type],train
plug_type,"in chile, what kind of plugs are used",clinc,,[SL: plug_type],train
recipe,whats the best way to roast a chicken,clinc,,[SL: recipe],train
recipe,how do i make pie crust,clinc,,[SL: recipe],train
recipe,find a recipe for german chocolate cake,clinc,,[SL: recipe],train
recipe,how do i fry pork chops,clinc,,[SL: recipe],train
recipe,how do i cook boiled eggs,clinc,,[SL: recipe],train
recipe,"find a chow mein recipe for me, please",clinc,,[SL: recipe],train
recipe,do you know how to make chow mein,clinc,,[SL: recipe],train
recipe,can you find a recipe on how to make chow mein,clinc,,[SL: recipe],train
recipe,tell me how to make chow mein,clinc,,[SL: recipe],train
recipe,i would like you to help me find a chow mein recipe,clinc,,[SL: recipe],train
recipe,show me a beef recipe,clinc,,[SL: recipe],train
recipe,what is a good beef recipe,clinc,,[SL: recipe],train
recipe,i need a recipe for beef,clinc,,[SL: recipe],train
recipe,give me a beef recipe,clinc,,[SL: recipe],train
recipe,where is a beef recipe,clinc,,[SL: recipe],train
recipe,you know procedure to cook apple pie,clinc,,[SL: recipe],train
recipe,what is needed you to cook apple pie,clinc,,[SL: recipe],train
recipe,do you know what are the ingredients to make apple pie,clinc,,[SL: recipe],train
recipe,do you know recipe for making apple pie,clinc,,[SL: recipe],train
recipe,how do you cook apple pie,clinc,,[SL: recipe],train
recipe,how do i make pumpkin pie,clinc,,[SL: recipe],train
recipe,making spaghetti sauce perfectly is done how,clinc,,[SL: recipe],train
recipe,making ribs perfectly is done how,clinc,,[SL: recipe],train
recipe,how do i make lemon merengue pie,clinc,,[SL: recipe],train
recipe,how do i make lassagna,clinc,,[SL: recipe],train
restaurant_reservation,"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,"listen i need to get a reservation for , me and teresa at georgetown cafe on tuesday at 7:00 pm",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you make me a reservation for 4 pm on the 22nd at ruth's,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,i need a reservation at 8 on the 22nd of november at ruth's,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can i make a reservation for 6 pm on the 21st at sidetracks,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,please reserve me a table at hell's kitchen on may 3rd at 8 pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,please reserve me a table for 2 pm at maxwell's on the 14th,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you make a reservation for me at the restaurant,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you make a reservation at the restaurant for tomorrow,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you book a table at the restaurant for me and my husband,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you make a reservation at the restaurant for tonight,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 6 at mark's at 11am,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 1 at the vega at 1pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get a table for 5 at joe's at 5pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 3 at captain d's at 2pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 2 at mexico viejo at 3pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 2 at diablo,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 5 at johnnys,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 8 at johnnys,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 6 at johnnys,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you get me a table for 4 at steve's,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,reserve a table for 4 at red lobster under the name dave at 7:30pm,clinc,,[SL: restaurant_reservation],train
restaurant_reviews,do people like the donuts at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,are the donuts at tgi well reviewed,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how are the donuts reviews at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,what are the comments on the donuts at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,are people recommending the donuts at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does outback steakhouse have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does pizza hut have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does have good reviews have great reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does red robin have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,so does outback steakhouse have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for pizza hut,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for red robin,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for outback,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for papa john's,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for the olive garden,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,what are people saying about chipotle,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,tell me the reviews for chipotle,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,do people like chipotle,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,give me the reviews for chipotle,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,what are the ratings for chipotle,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for chic-fil-a,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for olive garden,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for longhorn steakhouse,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does chic-fil-a have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how good are the ratings for outback steakhouse,clinc,,[SL: restaurant_reviews],train
restaurant_suggestion,can you suggest a restaurant for me to eat tonight,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,tell me where to go since i want to eat out tonight,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"i'm craving for italian food, where should i go",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"suggest a restaurant for me to eat tonight, please",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"i'm not going to cook today, can you suggest a restaurant",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what restaurants are pet friendly near here,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what are the best restaurants,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what decent restaurants around here are italian,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,do you know any good restaurants good for kids,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,any good pizza restaurants around here,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,where should i go to eat tonight,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,where should i eat tonight,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"i want to eat out, where should i go",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,give me some good restaurants,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"i'm hungry, where should i go",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,name a good restaurant near me,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,where should i go for dinner,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,its date night and we cant decide where to go help,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,where do people go to eat in this town,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,i am hungry and need a restaurant suggestion,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,can you tell me the best place for cajun shrimp in tampa,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what's a good place to eat chinese in san francisco,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what's a highly rated place for steak in omaha,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,where can i pick up a good burger near where i am,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what's a good place to go to for food around here,clinc,,[SL: restaurant_suggestion],train
share_location,tell lydia and laura where i am located,clinc,,[SL: share_location],train
share_location,share my location with brad and terry,clinc,,[SL: share_location],train
share_location,tell john and sam where i am,clinc,,[SL: share_location],train
share_location,share my location with darren and stacey,clinc,,[SL: share_location],train
share_location,let cora and nancy know were i am now,clinc,,[SL: share_location],train
share_location,share my gps coordinates with my dad,clinc,,[SL: share_location],train
share_location,share my gps coordinates with kelly,clinc,,[SL: share_location],train
share_location,share my gps coordinates with my brother,clinc,,[SL: share_location],train
share_location,share my gps coordinates with my mother,clinc,,[SL: share_location],train
share_location,share my gps coordinates with jim,clinc,,[SL: share_location],train
share_location,please show my current location to andre,clinc,,[SL: share_location],train
share_location,give the boys my location please,clinc,,[SL: share_location],train
share_location,can you share my location with my girlfriends,clinc,,[SL: share_location],train
share_location,let shih chieh see my location,clinc,,[SL: share_location],train
share_location,"share my location with mom, please",clinc,,[SL: share_location],train
share_location,let coach know where i am,clinc,,[SL: share_location],train
share_location,share my location with ma,clinc,,[SL: share_location],train
share_location,tell base camp my gps coordinates,clinc,,[SL: share_location],train
share_location,tell the kids where i am,clinc,,[SL: share_location],train
share_location,let the folks know my gps coordinates,clinc,,[SL: share_location],train
share_location,my friend steve needs my gps coordinates send them to him,clinc,,[SL: share_location],train
share_location,let the rents have my current location,clinc,,[SL: share_location],train
share_location,let my group know what my current location is,clinc,,[SL: share_location],train
share_location,give boss my current location,clinc,,[SL: share_location],train
share_location,give me current gps coordinates to my sister,clinc,,[SL: share_location],train
shopping_list_update,delete fries from shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,take off fries from the shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,please take away the fries from the shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,remove fries from my shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,we no longer need fries on the shopping lisr,clinc,,[SL: shopping_list_update],train
shopping_list_update,"cross out bananas from my shopping list and put papayas on it, please",clinc,,[SL: shopping_list_update],train
shopping_list_update,i need to delete tomatoes from my shopping list and add onions instead,clinc,,[SL: shopping_list_update],train
shopping_list_update,can you add carrots to my shopping list and delete potatoes,clinc,,[SL: shopping_list_update],train
shopping_list_update,please remove ginger ale from my shopping list and add root beer,clinc,,[SL: shopping_list_update],train
shopping_list_update,"go ahead and erase cashews from my list, and add walnuts to it, please",clinc,,[SL: shopping_list_update],train
shopping_list_update,add eggs to my shopping list and remove cheese,clinc,,[SL: shopping_list_update],train
shopping_list_update,add corn to my shopping list and remove wine,clinc,,[SL: shopping_list_update],train
shopping_list_update,add flour to my shopping list if it's not already on it,clinc,,[SL: shopping_list_update],train
shopping_list_update,take bread off my shopping list and add milk,clinc,,[SL: shopping_list_update],train
shopping_list_update,please add sugar to my shopping list if it's not on it,clinc,,[SL: shopping_list_update],train
shopping_list_update,remove wine and add beer to my shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,"is paprika listed on my shopping list, please add it",clinc,,[SL: shopping_list_update],train
shopping_list_update,"is bacon on my shopping list, add if it's not",clinc,,[SL: shopping_list_update],train
shopping_list_update,delete soda from my shopping list and add water to it,clinc,,[SL: shopping_list_update],train
shopping_list_update,"do i have pepper my shopping list, if not add it",clinc,,[SL: shopping_list_update],train
shopping_list_update,"are bananas on the list, if not can you add them",clinc,,[SL: shopping_list_update],train
